Names,Email,Phones
"Авто-Плюс, служба заказа грузового транспорта",,"+7‒914‒271‒69‒16, +7‒924‒763‒06‒30"
"ТПФ Ленапромстройснаб, ООО, официальный дилер Амкодор",,+7‒914‒2‒732‒003
"Манипулятор Эконом, служба заказа манипулятора и эвакуатора",vasilisa.mashinskaya@mail.ru,"+7‒914‒2‒724‒024, +7‒924‒175‒75‒72"
"АвтоМиг, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒722‒319, +7‒914‒2‒72‒46‒42"
"Служба заказа спецтехники, ИП Супрун А.Г.",,"+7‒914‒2‒756‒000, +7‒914‒110‒45‒40"
"Авторитет, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒710‒720, +7‒914‒2‒72‒11‒11, +7‒914‒2‒700‒401, +7‒924‒765‒88‒78"
"КомфортАвто, ООО",,"+7‒924‒860‒80‒06, +7‒914‒279‒62‒30, +7‒914‒267‒05‒48"
"СК, ООО, компания буровых работ",,+7‒914‒2‒719‒207
"Мастер, транспортная компания",,+7‒914‒2‒734‒500
"Транспортная компания по перевозке и перекачке горюче-смазочных материалов, ИП Волошин А.В.",,+7‒914‒2‒700‒107
"Саха-Экспресс, служба грузоперевозок по Якутии",,"+7‒914‒2‒72‒55‒71, +7‒914‒2‒71‒51‒71"
"Аарон, служба заказа манипулятора и эвакуатора",,"+7 (4112) 722‒322, +7‒924‒165‒90‒03, +7‒914‒2‒722‒322"
"Служба заказа водовоза, ИП Китченко П.В.",,"+7 (4112) 25‒04‒74"
"Служба заказа манипулятора и эвакуатора, ИП Егоров Е.А.",,"+7 (4112) 721‒505"
"Служба заказа манипулятора, ИП Маслов О.А.",,"+7‒924‒766‒05‒06, +7 (4112) 26‒05‒06"
"Континент, компания",,"+7‒924‒467‒69‒58, +7 (4112) 74‒11‒66, +7‒914‒274‒11‒66"
"Транспортная компания, ИП Коцаренко Н.Л.",,+7‒914‒270‒77‒40
"АТК-99, транспортная компания",,"+7 (4112) 25‒66‒66"
"Транспортная фирма, ИП Илларионова Т.П.",,+7‒914‒275‒21‒21
"Гольфстрим+, ООО",,"+7‒914‒2‒727‒133, +7‒924‒177‒71‒23"
Автотехнопрогресс,,"+7‒914‒2‒703‒007, +7 (4112) 36‒75‒72"
"700-000, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒700‒000, +7‒924‒1‒700‒000"
"АвтоМама, ООО, федеральная служба эвакуаторов и переездов",,"+7 (4112) 25‒19‒44, +7‒924‒765‒19‒44"
"Рольф, ООО",,"+7‒914‒2‒757‒529, +7‒914‒2‒707‒828"
"Грузовик, служба заказа грузового транспорта",,"+7‒924‒664‒93‒41, +7‒924‒165‒55‒35, +7‒924‒765‒44‒35, +7‒914‒2‒700‒810"
"Сервисстрой, ООО, ремонтно-отделочная фирма",,+7‒914‒2‒705‒110
"Сахабилдинг, ООО, строительная компания",,+7‒914‒2‒71‒71‒33
"ВСЕ ЭВАКУАТОРЫ ЯКУТСКА, служба заказа эвакуаторов",700-000@bk.ru,+7‒914‒2‒704‒444
"Абсолют, транспортная компания",,"+7 (4112) 23‒44‒26, +7‒914‒104‒96‒89, +7‒914‒270‒87‒80, +7‒914‒227‒24‒97"
"Служба заказа автокрана, ИП Джавршян А.С.",,"+7‒914‒292‒37‒08, +7 (4112) 74‒00‒60"
"Служба заказа манипулятора, ИП Аксенов А.А.",,+7‒914‒2‒717‒797
"Водник, ООО, служба заказа водовоза",,"+7 (4112) 726‒766"
"Альянс, служба грузчиков",,"+7‒924‒467‒55‒55, +7‒924‒367‒00‒00, +7‒924‒873‒56‒66, +7 (4112) 25‒22‒24, +7 (4112) 26‒27‒24"
"Грузовичок, транспортная компания",,"+7 (4112) 255‒335, +7‒914‒2‒732‒312, +7‒924‒168‒24‒69"
"АвтоГига, служба заказа манипулятора и эвакуатора",,+7‒914‒2‒700‒272
"АвтоФеникс, служба заказа манипулятора и грузовых перевозок",,"+7‒924‒366‒66‒98, +7‒914‒223‒15‒91"
"АртНорд, производственно-строительная компания",,"+7‒924‒660‒66‒80, +7 (4112) 25‒99‒01"
"Служба заказа манипулятора и эвакуатора, ИП Егоров Е.А.",,"+7‒914‒2‒721‒505, +7‒914‒2‒742‒520, +7‒968‒156‒89‒34, +7‒914‒2‒715‒171"
"АльянС, служба грузовых перевозок",,"+7‒914‒274‒49‒89, +7‒914‒273‒38‒28"
"Автовышки в Якутске, служба заказа автовышки",,+7‒924‒864‒50‒50
"Стройэлектромонтаж, ООО",,"+7 (4112) 43‒10‒36, +7 (4112) 43‒15‒54"
"Н2О, ООО, служба заказа водовоза",,"+7‒914‒271‒88‒28, +7 (4112) 25‒00‒53"
"Служба заказа минипогрузчиков и самосвалов, ИП Федоров Е.Б.",,+7‒924‒769‒66‒96
"Строительная техника, ООО, прокатная компания",,"+7 (4112) 35‒82‒28, +7 (4112) 35‒71‒10, +7 (4112) 32‒16‒16"
"Альфа и Омега, служба заказа манипулятора",,+7‒924‒598‒35‒21
"Служба заказа автовышки",,+7‒914‒2‒711‒756
"Служба заказа водовоза, ИП Габышев М.П.",,+7‒914‒2‒731‒278
"Служба заказа спецтехники, ИП Цыбуляк С.В.",,"+7 (4112) 25‒36‒36, +7‒914‒2‒701‒536, +7‒924‒765‒36‒36"
"Служба заказа автобетоносмесителя, ИП Петров А.В.",,+7‒914‒273‒87‒44
"Альфа союз, ООО, компания по аренде спецтехники",,+7‒924‒765‒29‒25
"Служба заказа автовышки, ИП Крупнов М.Н.",,+7‒914‒273‒40‒48
"Башенные краны, ООО",,"+7 (4112) 35‒82‒28, +7 (4112) 35‒71‒10, +7 (4112) 32‒16‒16"
"Торгово-транспортная компания, ИП Львов И.М.",,+7‒914‒273‒93‒07
"Служба заказа манипулятора и эвакуатора, ИП Попов В.Г.",,"+7‒914‒2‒733‒998, +7‒914‒2‒740‒704"
"Граника, служба заказа автовышки",,"+7 (4112) 250‒444, +7‒914‒236‒28‒36"
"Служба заказа автовышки, ИП Петров В.П.",,"+7‒914‒2‒717‒988, +7‒914‒2‒720‒194"
"Автокран №1, служба аренды автокрана",,+7‒914‒231‒08‒28
"Служба заказа манипулятора, ИП Ильин М.В.",,"+7 (4112) 73‒34‒77"
"ТРАНЗИТ, транспортная компания",shamaev.aleksey@inbox.ru,"+7‒914‒2‒74‒74‒03, +7‒914‒2‒70‒74‒88, +7‒924‒766‒2‒003, +7‒914‒249‒0‒888, +7‒984‒105‒29‒58"
"Служба заказа манипулятора, ИП Степичев С.В.",,"+7‒914‒2‒705‒110, +7‒914‒270‒51‒70"
"Служба заказа манипулятора, ИП Шкарпет А.В.",,"+7‒924‒765‒56‒20, +7 (4112) 25‒56‒20"
"Служба заказа манипулятора и эвакуатора",,"+7 (4112) 717‒797"
"АВТОМАН, служба заказа манипулятора",,"+7‒914‒2‒704‒008, +7‒914‒2‒708‒004"
"Служба заказа автовышки, ИП Оганесян Ю.А.",,+7‒914‒274‒46‒38
"Служба заказа манипулятора, ИП Первушин Д.А.",,+7‒914‒2‒710‒720
"Служба заказа спецтехники, ИП Шишмарев С.А.",,"+7‒914‒2‒733‒235, +7‒914‒2‒744‒130"
"Служба заказа спецтехники",,"+7‒914‒2‒718‒118, +7‒924‒662‒21‒54"
"Служба заказа водовоза, ИП Ерхан И.Д.",,"+7‒924‒765‒02‒35, +7 (4112) 250‒235"
"Автотехпомощь, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒711‒911, +7‒914‒2‒710‒712, +7‒914‒2‒709‒627"
"Граника, ООО, служба заказа водовоза",,"+7‒914‒2‒727‒332, +7‒914‒2‒731‒346"
"Служба электромонтажных и буровых работ, ИП Полиевктов С.В.",,+7‒924‒864‒00‒04
"СахаГруз, служба автогрузоперевозок",,"+7‒965‒993‒66‒66, +7 (4112) 75‒59‒88"
"Служба заказа автокрана, ИП Ескин А.Н.",,+7‒914‒2‒707‒568
"Служба грузоперевозок",,+7‒924‒766‒05‒06
"Аалбот, служба заказа манипулятора и эвакуатора",,+7‒914‒2‒70‒40‒49
"Многопрофильная компания, ИП Ефимов М.А.",,"+7‒924‒174‒14‒80, +7‒964‒419‒91‒77"
"Автобот, служба заказа манипулятора и крана",,+7‒914‒2‒733‒477
"МАНИПУЛЯТОР №1, служба заказа манипулятора и эвакуатора",,+7‒914‒2‒700‒770
"Аарон, служба заказа манипулятора и эвакуатора",,"+7 (4112) 722‒322, +7‒924‒165‒90‒03, +7‒914‒2‒722‒322"
"Служба заказа манипулятора и эвакуатора, ИП Дзейтов А.И.",,"+7‒914‒2‒708‒253, +7‒914‒2‒713‒151"
"Служба городских грузоперевозок, ИП Станкевич А.Л.",,+7‒924‒861‒61‒71
"Служба заказа водовоза",,+7‒914‒2‒743‒437
"Служба заказа манипулятора и автовышки",,+7‒924‒86‒86‒86‒1
"Транспортная компания, ИП Алясин А.Г.",,"+7 (4112) 702‒968"
"Эвакуатор Эконом, служба заказа эвакуатора",,"+7‒914‒2‒724‒024, +7‒924‒175‒75‒72"
"Служба заказа манипулятора №1",,"+7‒914‒2‒712‒226, +7‒964‒416‒22‒26"
"700-000, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒700‒000, +7‒924‒1‒700‒000"
"ВиконтСтройПродукт, ООО, служба заказа манипулятора",,+7‒914‒2‒72‒71‒71
"ТРАНЗИТ, транспортная компания",shamaev.aleksey@inbox.ru,"+7‒914‒2‒74‒74‒03, +7‒914‒2‒70‒74‒88, +7‒924‒766‒2‒003, +7‒914‒249‒0‒888, +7‒984‒105‒29‒58"
"Автотехпомощь, служба заказа манипулятора и эвакуатора",,"+7‒914‒2‒711‒911, +7‒914‒2‒710‒712, +7‒914‒2‒709‒627"
"Аарон, служба заказа манипулятора и эвакуатора",,"+7 (4112) 722‒322, +7‒924‒165‒90‒03, +7‒914‒2‒722‒322"
"Дом Арчы, центр духовной культуры",,"+7 (4112) 32‒13‒23"
"Общество Салезианцев Дона Боско, религиозная организация",,"+7 (4112) 42‒47‒55, +7‒914‒267‒45‒14"
Дацан,,"+7‒924‒879‒93‒77, +7‒924‒397‒79‒69"
"Айыы дьиэтэ, дом обрядов",,
"Якутская и Ленская епархия",,"+7 (4112) 33‒51‒52, +7 (4112) 33‒50‒92"
"Центр развития и творчества Евдокии Николаевны",evdokia201327@gmail.com,+7‒914‒263‒15‒56
"МаксимУм, учебно-репетиторский центр",urs_maximum@mail.ru,"+7‒964‒425‒97‒54, +7‒924‒866‒73‒71"
"I Speak English, международный центр",bec-ykt@mail.ru,
"Учись учиться, учебный центр",repetitor14@yandex.ru,+7‒914‒2‒725‒302
"Языковая школа Елены Кычкиной, лицензиат европейской методики ESL",hello@esl-ykt.ru,"+7 (4112) 25‒24‒55, +7‒924‒465‒72‒36, +7 (4112) 25‒24‒65"
"Планета успеха, центр детского развития",,"+7‒914‒286‒65‒49, +7‒914‒286‒62‒78"
"Винни Пух, частный детский сад",,"+7‒964‒418‒49‒99, +7‒964‒077‒96‒00"
"UNION, академия будущего",,"+7 (4112) 260‒333, +7‒914‒290‒58‒88, +7‒924‒766‒03‒33"
"INTENSUS, языковой центр",,+7‒914‒2‒751‒051
"Центр профориентации, Северо-Восточный федеральный университет им. М.К. Аммосова",,"+7 (4112) 36‒34‒81, +7 (4112) 49‒68‒02, +7 (4112) 49‒66‒99"
"ANT, учебный центр",,"+7 (4112) 40‒21‒82"
"Level Up, репетиторский центр",,"+7‒914‒107‒68‒08, +7‒914‒280‒48‒25"
"Клевер, студия раннего развития и интеллектуального роста",,+7‒914‒2‒71‒75‒26
"Стимул, школа педагогической реабилитации учащихся",,"+7‒914‒273‒31‒90, +7‒914‒275‒14‒99"
"Genius, образовательный центр",,+7‒968‒154‒12‒22
"EnglishMate, международный центр",,"+7‒924‒598‒81‒57, +7 (4112) 25‒03‒24"
"САЙДАМ, детский центр",,"+7‒914‒238‒00‒59, +7‒924‒366‒80‒67"
"Talk, логопедический клуб",,"+7‒914‒226‒00‒12, +7‒924‒763‒11‒44"
"Lollipop, центр развития детей",,+7‒914‒2‒717‒849
"Кубики KIDS CLUB, студия развития",,+7‒914‒222‒22‒17
"Результат, репетиторский центр",,"+7‒924‒177‒31‒19, +7‒965‒996‒10‒04"
"Абакус, центр обучения ментальной арифметики",,"+7‒914‒277‒89‒67, +7‒964‒415‒28‒23"
"I Speak English, международный центр",bec-ykt@mail.ru,
"Академия Успеха, научно-образовательный центр",,"+7‒984‒105‒05‒88, +7‒914‒110‒65‒86"
"Логос, логопедический кабинет",,"+7‒924‒765‒17‒39, +7 (4112) 25‒17‒39"
"Туйгун, центр развития детей",,"+7‒968‒154‒00‒54, +7 (4112) 24‒00‒54"
"Языковая школа Елены Кычкиной, лицензиат европейской методики ESL",hello@esl-ykt.ru,"+7 (4112) 25‒24‒55, +7‒924‒465‒72‒36, +7 (4112) 25‒24‒65"
"GLOBUS, языковой центр",,"+7‒914‒2‒727‒560, +7‒914‒303‒41‒85"
"Винни Пух, частный детский сад",,"+7‒964‒418‒49‒99, +7‒964‒077‒96‒00"
"Ньютон, обучающий центр",,"+7‒914‒2‒714‒850, +7‒914‒2‒709‒684"
"Школа Квентин, репетиторский центр",,+7‒924‒460‒35‒04
"Integra, корпорация знаний",,"+7 (4112) 25‒91‒25, +7‒924‒765‒91‒25"
"INTENSUS, языковой центр",,+7‒914‒2‒751‒051
"Эксперт-Лингва, ООО, центр обучения и тестирования иностранных граждан",,+7‒914‒2‒701‒778
"ANT, учебный центр",,"+7 (4112) 40‒21‒82"
"Успех, репетиторский центр",,+7‒924‒660‒24‒87
"START, репетиторский центр",,"+7‒924‒868‒18‒88, +7‒914‒263‒17‒77"
"Гоголь-моголь, учебно-оздоровительный центр для детей",,+7‒914‒227‒80‒50
"Сайдыс, центр развития детей",,+7‒914‒2‒724‒741
"Genius, образовательный центр",,+7‒968‒154‒12‒22
"Лён, школа английского языка",,"+7 (4112) 25‒07‒55, +7‒924‒765‒07‒55"
"Эврика, центр интеллектуального развития детей и ментальной арифметики",,"+7‒914‒2‒721‒216, +7‒964‒423‒64‒44"
"Залог успеха, репетиторское агентство",,+7‒924‒176‒20‒70
"I can, академия занимательных наук",,"+7 (4112) 25‒01‒44, +7‒924‒765‒01‒44"
"Эрудит, репетиторский центр",,+7‒914‒2‒701‒535
"Кубики KIDS CLUB, студия развития",,+7‒914‒222‒22‒17
"Репетиторский центр",,+7‒964‒417‒08‒83
"Рост, кабинет детского логопеда и психолога",,"+7‒914‒2‒708‒115, +7‒914‒2‒72‒83‒53, +7‒924‒871‒82‒75"
"Школа скорочтения Шамиля Ахмадуллина",,"+7 (4112) 26‒02‒29, +7‒924‒766‒02‒29"
"Пифагор, репетиторский центр",,"+7‒964‒420‒84‒11, +7‒964‒420‒85‒80"
"Golden child, учебно-репетиторский центр",,+7‒996‒316‒77‒22
"LIKE-центр, центр бизнес-тренингов",,+7‒914‒823‒91‒80
"SpeaKorean, центр корейского языка",,"+7‒924‒591‒58‒28, +7‒914‒2‒710‒857"
"IQ-Center, центр ментальной арифметики и репетиторства",,+7‒924‒366‒35‒10
"Учитель, центр репетиторства и ментальной арифметики",,"+7‒984‒104‒16‒97, +7‒924‒594‒13‒33"
"English House, языковой центр",,+7‒984‒109‒93‒60
"Гувернёр, агентство домашнего персонала",,"+7‒968‒150‒31‒87, +7‒914‒2‒741‒345, +7 (4112) 44‒48‒48, +7‒962‒732‒25‒84"
"Центр интеллектуального развития, ИП Ушницкая А.Е.",,+7‒924‒166‒61‒62
"Маяк, детский образовательный центр",,+7‒984‒117‒69‒41
"Smart School, учебный центр",,+7‒914‒2‒716‒464
"Active English, языковой центр",,"+7‒914‒2‒725‒515, +7‒924‒861‒17‒64"
"Ситис, учебный центр",,+7‒924‒360‒74‒40
"Тета, центр интеллектуального развития",,+7‒914‒2‒70‒77‒63
"Репетитор, агентство",,"+7‒967‒624‒56‒68, +7‒914‒2‒743‒145"
"Smartykids, центр ментальной арифметики",,"+7‒984‒115‒04‒75, +7‒914‒246‒85‒62, +7‒914‒299‒99‒06"
"Продленка, центр развития ребенка",,+7‒968‒156‒35‒49
"KRUZHOK.SAKHA, детский клуб",,+7‒968‒156‒35‒49
"Клуб Ю",,"+7‒924‒170‒81‒25, +7‒924‒660‒53‒97"
"Педагогическая мастерская, СВФУ им. М.К. Аммосова",,"+7‒924‒660‒12‒77, +7 (4112) 49‒69‒17"
"Зеленая лаборатория, ООО, компания по производству и продаже гидропонных установок",,"+7 (4112) 25‒35‒45, +7‒924‒765‒35‒45"
"Практик, центр помощи студентам",,+7‒924‒466‒51‒53
"Академик, центр студенческих работ",,8‒804‒333‒55‒20
"Агентство помощи студентам",,+7‒914‒271‒51‒61
"Genius, образовательный центр",,+7‒968‒154‒12‒22
"KoreaModa, магазин модной одежды и аксессуаров",,"8‒800‒500‒33‒66, +7‒924‒664‒56‒39"
"SUNLIGHT, сеть ювелирных магазинов",,8‒800‒775‒22‒22
"Чороон XXI век, ООО, производственно-торговая компания",,
"Love store, магазин",,+7‒914‒2‒717‒970
"Jeansa, магазин модной одежды",,
"ANNA, салон вечерних, выпускных и свадебных платьев",,"+7 (4112) 321‒777, +7‒924‒873‒86‒80"
"Ганг, магазин индийских товаров",,+7‒914‒101‒75‒59
"@podarki_ykt, магазин подарков и иностранных сладостей",,
"TAO BOX, интернет-магазин",,
"Золотое время, сеть ювелирно-часовых салонов",,8‒800‒770‒04‒22
"KangStore, магазин товаров из Южной Кореи",,"+7‒964‒429‒92‒97, +7‒914‒228‒66‒91"
"GUSTO, магазин женской молодежной одежды и аксессуаров",,"+7‒924‒168‒05‒73, +7‒964‒415‒39‒71"
"NIFTY, магазин",,
"SUNDUK, магазин оригинальных подарков",,
"INCITY, магазин одежды",,
"The 2358 store korea design, магазин дизайнерских вещей для дома",,+7‒914‒298‒04‒94
"Koton, салон стильной одежды",,
"MVM, магазин модной женской одежды",,"+7 (4112) 42‒80‒39"
"Ti Amo, магазин обуви и аксессуаров",,+7‒914‒272‒52‒53
"Serginnetti, магазин одежды и аксессуаров",,"+7 (4112) 25‒27‒28"
"Mix Bijoux, магазин креативных украшений и пирсинга",,"+7‒924‒168‒59‒42, +7‒924‒466‒67‒09"
"Kira Plastinina, магазин женской одежды и аксессуаров",,+7‒914‒829‒11‒90
"Twiggy, магазин женской одежды и аксессуаров",,+7‒924‒463‒75‒65
"Чороон XXI век, ООО, производственно-торговая компания",,
"GLANCE, салон дизайнерской одежды и аксессуаров",,"+7 (4112) 40‒21‒08"
"Jeansa, магазин модной одежды",,
"Романтик, авторская мастерская",,+7‒964‒421‒65‒06
"Exclusive, салон свадебной и вечерней моды",,
"Кокетка, магазин детских аксессуаров",,+7‒924‒366‒44‒22
"Модный домик, магазин детской одежды",,+7‒964‒420‒42‒56
"TAO BOX, интернет-магазин",,
"PERSPECTIVE, магазин женской одежды и обуви",,"+7 (4112) 40‒21‒09"
"Кэрэ Бэлэх, интернет-магазин якутских сувениров и национальной одежды",,
"KangStore, магазин товаров из Южной Кореи",,"+7‒964‒429‒92‒97, +7‒914‒228‒66‒91"
"EPIC store, сувенирная лавка",,+7‒924‒171‒82‒76
"Bags infinity, магазин сумок и аксессуаров",,+7‒964‒420‒48‒88
"Ева, лавка мастеров",,+7‒964‒415‒77‒52
"SUNDUK, магазин оригинальных подарков",,
"Calipso, магазин аксессуаров",,+7‒924‒368‒97‒98
"INCITY, магазин одежды",,
"LOVE, магазин бижутерии и аксессуаров",,+7‒914‒267‒32‒52
"Elit`e, магазин женской одежды и аксессуаров",,+7‒914‒287‒55‒51
"Дамские штучки, магазин",,
"Шик, магазин женской одежды, бижутерии и аксессуаров",,+7‒914‒271‒75‒57
"REALSHOP_YAKUTSK, магазин женской и аксессуаров",,+7‒914‒268‒21‒67
"Serginnetti, магазин одежды и аксессуаров",,"+7 (4112) 25‒27‒28"
"Сделано в Якутии, магазин",,+7‒914‒2‒706‒701
"EDAS, магазин итальянской женской одежды",,"+7 (4112) 32‒10‒09"
"Kira Plastinina, магазин женской одежды и аксессуаров",,+7‒914‒829‒11‒90
"Sofie, магазин женской одежды и подарков ручной работы",,"+7‒914‒296‒18‒19, +7‒914‒821‒49‒78"
"Vemina City, магазин женской одежды и аксессуаров",,"+7 (4112) 420‒999"
"Самоцветы, салон украшений и подарков",,
"Kitty Shop, магазин подарков",,"+7 (4112) 26‒05‒15, +7‒924‒766‒05‒15"
"Exclusive, салон свадебной и вечерней моды",,
"Happy Cap, магазин детских головных уборов",,+7‒924‒177‒08‒80
"Faif Bijou, магазин бижутерии и модных аксессуаров",,+7‒914‒303‒28‒68
"Faberlic и Florange, компания",,+7‒924‒760‒01‒90
"Gift Store, магазин подарков и аксессуаров",,"+7 (4112) 25‒79‒97, +7‒924‒765‒79‒97"
"Дива, магазин",,
"Стрекоза, магазин ювелирной бижутерии",,
"Only.ykt, магазин обуви и аксессуаров",,"+7‒914‒267‒88‒18, +7‒999‒060‒02‒17"
"Золотая Дева, ювелирный салон",,"+7 (4112) 42‒49‒39, +7 (4112) 25‒62‒57"
"Lady like, магазин",,+7‒914‒2‒717‒588
"LOVE, магазин бижутерии и аксессуаров",,+7‒914‒267‒32‒52
"Bijoux Mania, магазин бижутерии и аксессуаров",,
"MANISO, магазин товаров для дома",,+7‒999‒245‒08‒32
"Florange and Faberlic, центр выдачи заказов по каталогу",,"+7 (4112) 43‒51‒81, +7‒924‒171‒21‒60"
"Ameli, магазин женской одежды и аксессуаров",,+7‒964‒429‒38‒54
"Liberty, магазин ювелирных изделий и бижутерии",,
"Сделано в Якутии, магазин",,
"MADALI, ателье-магазин женской одежды и аксессуаров",,+7‒914‒2‒785‒255
"Злата Чаша, ювелирный магазин",,+7‒924‒871‒88‒78
"RiStar, магазин ювелирной бижутерии",,+7‒914‒225‒52‒75
"КРАФТ, мастерская-магазин",,+7‒914‒277‒79‒44
"Самоцветы, салон украшений и подарков",,
"Чистюля, магазин",,"+7‒924‒568‒88‒48, +7‒924‒598‒68‒78"
"Солнышко, магазин смешанных товаров",,
"КоМОД, магазин одежды и аксессуаров",,+7‒964‒419‒58‒25
"Ilany, магазин женской одежды",,"+7 (4112) 25‒01‒12, +7‒914‒230‒47‒60, +7‒999‒244‒62‒88"
"Интернет-магазин разных товаров",,+7‒914‒225‒00‒00
"Ameli, магазин бижутерии и аксессуаров",,
"Sensus, магазин дизайнерской одежды и аксессуаров",,+7‒914‒264‒46‒92
"Управление Пенсионного фонда РФ по г. Якутску",,"+7 (4112) 34‒21‒31, 8‒800‒100‒99‒74, 8‒800‒775‒54‒45"
"Межрайонное управление Пенсионного фонда РФ в г. Якутске",,8‒800‒775‒54‒45
"Отделение Пенсионного фонда РФ по Республике Саха (Якутия)",,"8‒800‒100‒99‒74, 8‒800‒775‒54‒45"
"Управление Пенсионного фонда РФ в Мегино-Кангаласском улусе Республики Саха (Якутия)",,8‒800‒775‒54‒45
"Фонд социального страхования РФ, региональное отделение по Республике Саха (Якутия)",,"+7 (4112) 315‒888"
"Фонд социального страхования РФ, региональное отделение по Республике Саха (Якутия)",,"+7 (4112) 315‒888"
"Фонд социального страхования РФ, региональное отделение по Республике Саха (Якутия)",,"+7 (4112) 315‒888"
"Фонд социального страхования РФ, региональное отделение по Республике Саха (Якутия)",,"+7 (4112) 315‒888"
"Фонд социального страхования РФ, региональное отделение по Республике Саха (Якутия)",,"+7 (4112) 315‒888"
"Фонд социального страхования РФ, региональное отделение по Республике Саха (Якутия)",,"+7 (4112) 315‒888"
"Кран-Сервис, АО, служба заказа строительной техники",,"+7 (4112) 32‒16‒16, +7 (4112) 35‒77‒00, +7 (4112) 35‒71‒10"
"Адгезия, ООО, строительно-производственная компания",,"+7 (4112) 47‒38‒91, +7 (4112) 47‒32‒68, +7 (4112) 47‒32‒84"
"Строй-Индустрия, ООО, строительно-производственная компания",,"+7 (4112) 49‒50‒23, +7 (4112) 49‒50‒93, +7 (4112) 49‒53‒33, +7‒924‒466‒83‒00, +7‒924‒597‒72‒00"
"Монолит, ООО, компания по продаже бетона, песка и щебня",,"+7‒914‒2‒716‒833, +7‒914‒2‒73‒69‒69"
"БЕТОННЫЙ КОМПЛЕКС-ТОПАЗ, ООО, производственно-строительная компания",,"+7 (4112) 35‒70‒79, +7 (4112) 47‒31‒35"
"Якутский комбинат строительных материалов и конструкций, ОАО",,"+7 (4112) 45‒91‒71, +7 (4112) 45‒91‒88, +7 (4112) 45‒92‒65"
"Бетонснаб, ООО",,"+7 (4112) 25‒15‒00, +7‒924‒765‒15‒00, +7‒924‒865‒25‒25, +7‒924‒178‒37‒14"
"Бетон База, многопрофильная компания",,"+7‒914‒296‒95‒06, +7‒914‒2‒750‒377, +7‒914‒275‒33‒66, +7‒914‒275‒44‒66"
"Сокол, ООО, завод железобетонных изделий",,"+7‒924‒462‒54‒59, +7‒924‒599‒12‒06, +7‒924‒867‒88‒70, +7 (41144) 4‒72‒86, +7 (41144) 4‒70‒39"
"Мархинский комбинат строительных материалов, ООО, завод железобетонных изделий",,"+7 (4112) 20‒43‒95, +7 (4112) 36‒65‒37, +7‒914‒228‒62‒50"
"Инстрой, производственно-строительная компания",,"+7 (4112) 46‒06‒06"
"Сахастроймеханизация, ООО, строительная компания",,"+7 (4112) 36‒81‒30, +7 (4112) 36‒81‒42, +7 (4112) 36‒81‒11"
"БК-Чаран, бетонный комплекс",,+7‒914‒2‒722‒772
"АВАНГАРД, ООО, строительно-производственная компания",,"+7 (41143) 47‒001, +7 (41143) 47‒090"
"СтройТоргСервис, ООО, торговая компания",,+7‒914‒2‒740‒040
"ЯкутБетон, ООО, компания по производству бетона и железобетонных изделий",,"+7 (4112) 42‒04‒00, +7‒924‒469‒77‒79, +7‒924‒761‒77‒42"
"Марка-75, ООО, производственная фирма",,"+7‒914‒822‒99‒99, +7‒924‒860‒85‒48"
"ТИМС, многопрофильная компания",,"+7 (4112) 26‒26‒99, +7‒924‒567‒86‒77"
"СТ-Бетон, компания по производству бетона",,"+7‒965‒993‒13‒12, +7‒914‒2‒713‒043"
"Алькор-7, ООО, торговая компания",,"+7 (4112) 47‒41‒81, +7 (4112) 47‒41‒78, +7‒914‒2‒710‒008, +7‒914‒100‒00‒20"
"Мека-Бетон, ООО, производственно-торговая фирма",,"+7 (4112) 25‒77‒71"
"ПромЭксперт, ООО, производственно-торговая компания",,"+7‒924‒865‒25‒25, +7 (4112) 25‒15‒00"
"Бетонно-Строительная компания, ООО, производственно-коммерческая фирма",,"+7 (4112) 36‒87‒42"
"Монолит, ООО, компания по продаже бетона, песка и щебня",,"+7‒914‒2‒716‒833, +7‒914‒2‒73‒69‒69"
"Сельгазстрой, ООО, многопрофильная компания",,"+7‒924‒176‒41‒52, +7‒914‒270‒76‒79, +7 (4112) 44‒79‒71"
"Бетон Сервис",,"+7‒914‒2‒704‒508, +7 (4112) 255‒089"
"Ардо, ООО, строительная компания",,"+7‒914‒272‒78‒67, +7 (4112) 755‒755"
"ТСК Бетон, многопрофильная компания",,+7‒964‒420‒11‒89
"Компания по производству бетона, ИП Макаров А.В.",,"+7‒914‒2‒71‒66‒99, +7‒914‒231‒33‒69, +7‒914‒2‒77‒49‒55, +7‒924‒167‒88‒99"
"Тиарстрой, производственно-торговая компания",,+7‒914‒2‒75‒77‒00
"Рольф, ООО",,"+7‒914‒2‒757‒529, +7‒914‒2‒707‒828"
МедиаСтрой-ХХI,,"+7 (4112) 47‒37‒04, +7 (4112) 35‒77‒00, +7 (4112) 32‒16‒16"
"Виртекс, строительная компания",,+7‒914‒2‒703‒701
"Производственно-торговая компания, ИП Сарксян З.С.",,"+7‒999‒997‒77‒02, +7‒914‒2‒716‒222"
"ТИМС, многопрофильная компания",,"+7 (4112) 26‒26‒99, +7‒924‒567‒86‒77"
